,cabac,ref,deblock,analyse,me,subme,mixed_ref,me_range,trellis,8x8dct,fast_pskip,chroma_qp_offset,bframes,b_pyramid,b_adapt,direct,weightb,weightp,scenecut,rc_lookahead,mbtree,aq-mode
video_92,0.02,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.46
video_93,0.02,0.03,0.0,0.01,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.08,0.15,0.05,0.01,0.07,0.0,0.01,0.29,0.01
video_94,0.01,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.02,0.06,0.01,0.02,0.03,0.0,0.02,0.14,0.0
video_95,0.12,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.12
video_96,0.01,0.0,0.0,0.01,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.19,0.49
video_97,0.01,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.15
video_98,0.02,0.01,0.0,0.02,0.01,0.2,0.0,0.0,0.01,0.26,0.0,0.0,0.04,0.02,0.06,0.02,0.01,0.01,0.0,0.01,0.01,0.28
video_99,0.01,0.01,0.0,0.0,0.01,0.72,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.02,0.13
video_100,0.02,0.01,0.0,0.0,0.01,0.74,0.0,0.0,0.02,0.0,0.0,0.05,0.02,0.01,0.01,0.02,0.01,0.0,0.0,0.01,0.03,0.03
video_101,0.03,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.02,0.01,0.0,0.0,0.03,0.01,0.01,0.01,0.01,0.0,0.0,0.03,0.13,0.0
video_102,0.01,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.06,0.0,0.02,0.0,0.0,0.01,0.01,0.02
video_103,0.02,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.01,0.01,0.0,0.0,0.03,0.01,0.02,0.0,0.02,0.0,0.0,0.02,0.0,0.1
video_104,0.03,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.61,0.1
video_105,0.01,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.58,0.06
video_106,0.04,0.0,0.0,0.01,0.0,0.14,0.0,0.0,0.02,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.28
video_107,0.01,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.01,0.0,0.0,0.0,0.1,0.03,0.08,0.01,0.01,0.01,0.0,0.02,0.25,0.01
video_108,0.07,0.0,0.01,0.0,0.0,0.23,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.5
video_109,0.09,0.01,0.01,0.01,0.0,0.25,0.0,0.0,0.03,0.0,0.0,0.01,0.02,0.0,0.02,0.01,0.0,0.01,0.0,0.01,0.49,0.01
video_110,0.02,0.01,0.0,0.01,0.01,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.06
video_111,0.01,0.01,0.0,0.0,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.02,0.19,0.08,0.23,0.04,0.02,0.07,0.0,0.01,0.13,0.06
video_112,0.01,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.01,0.0,0.01,0.01,0.29,0.07,0.24,0.01,0.04,0.01,0.0,0.01,0.11,0.02
video_113,0.01,0.0,0.0,0.01,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.64,0.0
video_114,0.01,0.01,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.0,0.01,0.0,0.0,0.02,0.0,0.08
video_115,0.08,0.0,0.0,0.01,0.0,0.66,0.0,0.0,0.03,0.01,0.0,0.0,0.03,0.02,0.03,0.01,0.01,0.01,0.01,0.06,0.02,0.01
video_116,0.02,0.01,0.0,0.0,0.0,0.66,0.0,0.0,0.01,0.0,0.0,0.01,0.02,0.01,0.02,0.01,0.01,0.0,0.0,0.01,0.09,0.1
video_117,0.02,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.02,0.32,0.09,0.29,0.0,0.01,0.01,0.0,0.0,0.01,0.07
video_118,0.01,0.0,0.0,0.01,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04,0.08,0.01,0.02,0.0,0.0,0.01,0.12,0.0
video_119,0.01,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.28,0.07,0.39,0.01,0.02,0.0,0.0,0.01,0.02,0.04
video_120,0.02,0.0,0.0,0.01,0.01,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.05
video_121,0.01,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.07,0.21,0.02,0.02,0.01,0.0,0.0,0.04,0.0
video_122,0.03,0.01,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.62,0.05
video_123,0.02,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.05,0.0,0.02,0.0,0.0,0.01,0.05,0.02
video_124,0.02,0.01,0.0,0.01,0.0,0.23,0.0,0.0,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.03,0.57,0.05
video_125,0.01,0.01,0.0,0.01,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.02,0.01,0.03,0.0,0.01,0.38,0.03
video_126,0.05,0.01,0.01,0.01,0.0,0.38,0.0,0.0,0.04,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.02,0.39,0.02
video_127,0.0,0.01,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.01,0.0,0.01,0.0,0.0,0.02,0.02,0.74
video_128,0.0,0.0,0.0,0.0,0.01,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.02,0.01,0.02,0.02,0.0,0.02,0.05,0.13
video_129,0.2,0.0,0.0,0.01,0.0,0.08,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.01
video_130,0.01,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.02,0.02,0.0,0.01,0.0,0.0,0.01,0.26,0.02
video_131,0.01,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.72
video_132,0.09,0.01,0.01,0.01,0.01,0.08,0.01,0.0,0.05,0.01,0.0,0.07,0.0,0.0,0.01,0.01,0.0,0.01,0.01,0.02,0.46,0.14
video_133,0.0,0.01,0.0,0.0,0.0,0.7,0.0,0.0,0.01,0.01,0.0,0.0,0.04,0.02,0.02,0.0,0.01,0.0,0.01,0.02,0.01,0.13
video_134,0.04,0.01,0.0,0.0,0.01,0.02,0.0,0.0,0.08,0.0,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.31,0.44
video_135,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.0,0.01,0.0,0.0,0.01,0.03,0.15
video_136,0.01,0.07,0.0,0.0,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.06,0.33,0.02,0.03,0.02,0.0,0.01,0.1,0.01
video_137,0.0,0.01,0.0,0.0,0.01,0.68,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.02,0.02,0.0,0.02,0.01,0.0,0.01,0.02,0.16
video_138,0.02,0.01,0.01,0.0,0.01,0.11,0.01,0.0,0.01,0.01,0.0,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.61,0.04
video_139,0.01,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.61,0.0
video_140,0.02,0.03,0.0,0.0,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.37,0.08,0.29,0.01,0.04,0.02,0.0,0.01,0.06,0.01
video_141,0.02,0.02,0.01,0.01,0.01,0.48,0.01,0.0,0.05,0.01,0.01,0.16,0.03,0.01,0.01,0.02,0.0,0.01,0.03,0.04,0.04,0.04
video_142,0.01,0.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.03,0.0,0.01,0.0,0.0,0.09,0.05,0.0
video_143,0.01,0.01,0.01,0.01,0.01,0.58,0.0,0.0,0.02,0.0,0.0,0.05,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.12,0.05
video_144,0.04,0.02,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.03,0.27,0.08,0.32,0.01,0.02,0.02,0.0,0.02,0.11,0.0
video_145,0.0,0.0,0.0,0.01,0.01,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.02,0.01,0.01,0.02,0.0,0.04,0.03,0.49
video_146,0.0,0.01,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.68
video_147,0.02,0.01,0.0,0.0,0.0,0.19,0.0,0.0,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.23
video_148,0.01,0.01,0.0,0.0,0.01,0.28,0.01,0.0,0.04,0.0,0.0,0.05,0.18,0.05,0.2,0.01,0.03,0.03,0.0,0.02,0.06,0.0
